Hersteller,Typ,Code,Suchbegriffe,Fehler,Ursache,Info,Weitere,Kategorie,Link,TypBild,Details,Modal,ID,,,CsvVersion
Gilgen,FD-20,E11/01,1101 e11-01 e1101,Parameter Vo geändert,"Ganzer, unbehinderter Öffnungszyklus durchführen","<p>(Warnung)</p>
<br><p><b>Prüfzeitpunkt: </b> Bei Änderung der Fahrparameter </p>",,Halfteach erforderlich (Opening),"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10528,,,
Gilgen,FD-20,E11/02,1102 e11-02 e1102,Parameter Vc oder FSlam geändert,"Ganzer, unbehinderter Schließzyklus durchführen","<p>(Warnung)</p>
<br><p><b>Prüfzeitpunkt: </b> Bei Änderung der Fahrparameter </p>",,Halfteach erforderlich (Closing),"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10529,,,
Gilgen,FD-20,E12/03,1203 e12-03 e1203,"
Antrieb drückt gegen Offenanschlag oder Hindernis<br>
Eventuell Federspannung zu groß.","Öffnungswinkel Ao reduzieren. <br>
 Federspannung verringern. ","<p style=""color: red"">Fataler Fehler</p>
<br><p><b>Prüfzeitpunkt: </b> Offen-Position Teach 3 (E11) </p>",,"Stromverbrauch beim Teach in Offen-Position zu hoch > 5 A
","<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung mit PWS:details/bedienung_fd20_tasten.html,10530,,,
Gilgen,FD-20,E14/01,1401 e14-01 e1401,"Türflügel hängt in Verriegelung / Elektroschloss <br>
Rückmeldung: Elektroschloss ELFb schaltet nicht","Funktion von Verriegelung / Elektroschloss überprüfen <br>
Rückmeldung: Elektroschloss ELFb überprüfen","<p>Handbetrieb mit Wiederanlauf-Versuch</p>
<br><p><b>Prüfzeitpunkt: </b> Beim Öffnen aus Zu Position  </p>",,"Verriegelung / Elektroschloss
","<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10531,,,
Gilgen,FD-20,E14/02,1402 e14-02 e1402,Invers-Betrieb hat keine Verriegelung oder Zuhaltekraft Fch ist nicht eingestellt,Zuhaltekraft Fch einstellen / erhöhen.,<p>(Warnung)</p> <br><p><b>Prüfzeitpunkt: </b> Am Schluss des Teach </p>,,"Verriegelung / Elektroschloss
","<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10532,,,
Gilgen,FD-20,E15/01,1501 e15-01 e1501,Zu viele Hindernisse in Folge aufgetreten,"Anlage überprüfen. <br>
Hindernis entfernen. <br>
Türflügel in Zielposition bringen.","<p>Handbetrieb mit Wiederanlauf-Versuch <br>
Antrieb setzt sich selber für eine bestimmte Zeit still
Wiederanlauf nach 60 s </p> <br><p><b>Prüfzeitpunkt: </b> Permanent</p>",,Hindernis in Öffnungsrichtung,"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10533,,,
Gilgen,FD-20,E15/02,1502 e15-02 e1502,Zu viele Hindernisse in Folge aufgetreten,"Anlage überprüfen. <br>
Hindernis entfernen. <br>
Türflügel in Zielposition bringen.","<p>Handbetrieb mit Wiederanlauf-Versuch <br>
Antrieb setzt sich selber für eine bestimmte Zeit still
Wiederanlauf nach 60 s </p> <br><p><b>Prüfzeitpunkt: </b> Permanent</p>",,Hindernis in Schließrichtung,"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10534,,,
Gilgen,FD-20,E16/01,1601 e16-01 e1601,Temperatur auf Endstufe hat 81 °C erreicht,Einsatzgrenzen beachten,"<p>Antrieb setzt sich selber für eine bestimmte Zeit still
Antrieb läuft reduziert </p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,Temperatur,"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10535,,,
Gilgen,FD-20,E16/02,1602 e16-02 e1602,Temperatur auf Endstufe hat 91 °C erreicht,Einsatzgrenzen beachten,"<p>Antrieb setzt sich selber für eine bestimmte Zeit still
Antrieb steht still </p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,Temperatur,"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10536,,,
Gilgen,FD-20,E20/01,2001 e20-01 e2001,SER Testsignal erfolglos,"SER Kurzschluss gegen Ground <br>
Verkabelung Sensor oder Brücke prüfen","<p>Antrieb setzt sich selber für eine bestimmte Zeit still</p>
<br><p><b>Prüfzeitpunkt: </b> Vor der Schließung  </p>",,SER Test,"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10537,,,
Gilgen,FD-20,E20/02,2002 e20-02 e2002,SER zu langsam,"SER reagiert zu langsam <br>
Verkabelung Sensor prüfen <br>
Verpolung Testsignal prüfen","<p>Antrieb setzt sich selber für eine bestimmte Zeit still</p>
<br><p><b>Prüfzeitpunkt: </b> Vor der Schließung  </p>",,SER Test,"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10538,,,
Gilgen,FD-20,E21/01,2101 e21-01 e2101,SES Testsignal erfolglos,"SES Kurzschluss gegen Ground <br>
Verkabelung Sensor oder Brücke prüfen","<p>Antrieb setzt sich selber für eine bestimmte Zeit still</p>
<br><p><b>Prüfzeitpunkt: </b> Vor der Öffnung  </p>",,SES Test,"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10539,,,
Gilgen,FD-20,E21/02,2102 e21-02 e2102,SES zu langsam,"SES reagiert zu langsam <br>
Verkabelung Sensor prüfen <br>
Verpolung Testsignal prüfen. ","<p>Antrieb setzt sich selber für eine bestimmte Zeit still</p>
<br><p><b>Prüfzeitpunkt: </b> Vor der Öffnung  </p>",,SES Test,"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10540,,,
Gilgen,FD-20,E22/01,2201 e22-01 e2201,EMY Eingang auf 24 V,"Brücke EMY prüfen <br>
Verkabelung EMY prüfen","<p>Handbetrieb mit Wiederanlauf-Versuch</p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,"EMY Test
","<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10541,,,
Gilgen,FD-20,E22/02,2202 e22-02 e2202,Fehlfunktion EMY Eingang,"Brücke EMY prüfen <br>
Verkabelung EMY prüfen","<p>Antrieb setzt sich selber für eine bestimmte Zeit still</p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,"EMY Test
","<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10542,,,
Gilgen,FD-20,E30/01,3001 e30-01 e3001,30V zu tief,"Netzausfall <br>
Überlast Motor <br>
Einspeisung prüfen <br>
Hardware ersetzen ","<p>Antrieb setzt sich selber für eine bestimmte Zeit still</p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,"30V Fehler
","<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10543,,,
Gilgen,FD-20,E30/02,3002 e30-02 e3002,30V zu hoch,"Netzausfall <br>
Überlast Motor <br>
Einspeisung prüfen <br>
Hardware ersetzen ","<p>Antrieb setzt sich selber für eine bestimmte Zeit still</p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,"31V Fehler
","<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10544,,,
Gilgen,FD-20,E30/03,3003 e30-03 e3003,Fehler beim Einschalten,"Netzausfall <br>
Überlast Motor <br>
Einspeisung prüfen <br>
Hardware ersetzen ","<p>Antrieb setzt sich selber für eine bestimmte Zeit still</p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,"32V Fehler
","<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10545,,,
Gilgen,FD-20,E31/01,3101 e31-01 e3101,Fehler beim Einschalten,"Überlast 24 VDC auf Klemmen X101, X104, X108, X110, X113 ","<p>Antrieb setzt sich selber für eine bestimmte Zeit still 
Wiederanlauf nach 10 s </p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,"24V Generell
","<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10546,,,
Gilgen,FD-20,E31/02,3102 e31-02 e3102,Über / Unterspannung,"Überlast 24 VDC auf Klemmen X101, X104, X108, X110, X113 ","<p>Antrieb setzt sich selber für eine bestimmte Zeit still 
Wiederanlauf nach 10 s </p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,"24V Generell
","<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10547,,,
Gilgen,FD-20,E32/01,3201 e32-01 e3201,Über / Unterspannung,"Überlast, Kurzschluss 24 VDC auf Klemmen X108 oder X110 ","<p>Antrieb setzt sich selber für eine bestimmte Zeit still 
Wiederanlauf nach 10 s </p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,24V Safety,"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10548,,,
Gilgen,FD-20,E33/01,3301 e3301 e3301,"Fehler: 
Über / Unterspannung ","Überlast, Kurzschluss 24 VDC auf Klemme X113 ","<p>Antrieb setzt sich selber für eine bestimmte Zeit still 
Wiederanlauf nach 10 s </p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,"24V E-Lock
","<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10549,,,
Gilgen,FD-20,E33/02,3302 e33-02 e3302,"Vorwarnung: 
Über / Unterspannung ","Überlast, Kurzschluss 24 VDC auf Klemme X113 ","<p>Antrieb setzt sich selber für eine bestimmte Zeit still 
Wiederanlauf nach 10 s </p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,"24V E-Lock
","<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10550,,,
Gilgen,FD-20,E34/01,3401 e34-01 e3401,Über / Unterspannung,"Überlast, Kurzschluss Fremdspeisung CAN ","<p>Antrieb setzt sich selber für eine bestimmte Zeit still 
Wiederanlauf nach 10 s </p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,"24V CAN
","<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10551,,,
Gilgen,FD-20,E50 01...99,E50 50,Unerwartetes Hard oder Software Ereignis,"Antrieb aus / einschalten <br>
Factory Reset durchführen <br>
Software Update durchführen <br>
Hersteller informieren. ","<p>Warnung oder
Handbetrieb mit Wiederanlauf-Versuch oder Fataler Fehler</p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,"Systemfehler
","<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10552,,,
Gilgen,FD-20,E51/01...99,E51 51,Unerwartetes Hard oder Software Ereignis,"Antrieb aus / einschalten <br>
Factory Reset durchführen <br>
Software Update durchführen <br>
Hersteller informieren. ","<p>Warnung oder
Handbetrieb mit Wiederanlauf-Versuch oder Fataler Fehler</p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,"Systemfehler
","<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10553,,,
Gilgen,FD-20,E52/01...99,E52 52,Unerwartetes Hard oder Software Ereignis,"Antrieb aus / einschalten <br>
Factory Reset durchführen <br>
Software Update durchführen <br>
Hersteller informieren. ","<p>Warnung oder
Handbetrieb mit Wiederanlauf-Versuch oder Fataler Fehler</p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,"Systemfehler
","<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10554,,,
Gilgen,FD-20,E60/00,E60-00 e6000 6000,"Optionsprint wurde entfernt, umadressiert oder ist defekt","Kontrollieren ob Optionsprint vorhanden (bei Double Door beide Antriebe kontrollieren).
Falls defekt: Ersetzen oder Print und Konfiguration entfernen (siehe Kapitel 13.5.1). ","<p>(Warnung) </p> 
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,Relaisprint 0,"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10555,,,
Gilgen,FD-20,E60/10,E60-10 e6010 6010,"Optionsprint wurde entfernt, umadressiert oder ist defekt","Kontrollieren ob Optionsprint vorhanden (bei Double Door beide Antriebe kontrollieren).
Falls defekt: Ersetzen oder Print und Konfiguration entfernen (siehe Kapitel 13.5.1). ","<p>(Warnung) </p> 
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,Relaisprint 1,"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10556,,,
Gilgen,FD-20,E60/20,E60-20 e6020 6020,"Optionsprint wurde entfernt, umadressiert oder ist defekt","Kontrollieren ob Optionsprint vorhanden (bei Double Door beide Antriebe kontrollieren).
Falls defekt: Ersetzen oder Print und Konfiguration entfernen (siehe Kapitel 13.5.1). ","<p>(Warnung) </p> 
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,Funkprint,"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10557,,,
Gilgen,FD-20,E60/30,E60-30 e6030 6030,"Optionsprint wurde entfernt, umadressiert oder ist defekt","Kontrollieren ob Optionsprint vorhanden (bei Double Door beide Antriebe kontrollieren).
Falls defekt: Ersetzen oder Print und Konfiguration entfernen (siehe Kapitel 13.5.1). ","<p>Antrieb setzt sich selber für eine bestimmte Zeit still </p>
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,Brandschutzprint,"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10558,,,
Gilgen,FD-20,E70/xx,E70 70,Adresse xx zweimal vorhanden,Schließfolge- oder Schleusen-Rolle korrekt definieren,"<p>(Warnung) </p> 
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,Bus-Einstellung,"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10559,,,
Gilgen,FD-20,E71/01,E71-01 e7101 7101,Keine Verbindung,"Klemmen verbinden, kontrollieren oder ersetzen. <br> 
Kontrollieren ob alle Teilnehmer eingeschaltet sind. ","<p>(Warnung) </p> 
<br><p><b>Prüfzeitpunkt: </b> Permanent </p>",,Verbindung,"<a href=""https://media.gilgendoorsystems.com/download/nocrFfLgxhVs"" target=""_blank""style=""color: var(--fg);"">FD-20 Betreiberhandbuch</a> ",images/typen/fd-20.png,,Bedienung:details/bedienung_fd20_tasten.html,10560,,,
Gilgen,FD-20,Bedienung,Reset,,,,,,,,details/bedienung_fd20_tasten.html,,10560/1,,,
Record,STA-15,ohne,,"Tür bewegt sich nicht, keine Leuchtdiode auf Bedienungseinheit leuchtet ","Netzspannung nicht vorhanden (Leuchtdiode 4 auf Steuergerät im Antrieb leuchtet nicht) <br>
Sicherung überprüfen, Netzzuführung überprüfen. ",,,,,images/typen/bde_sta-15.svg,,,10562,,,
Record,STA-15,ohne,,"Tür bewegt sich nicht, eine Leuchtdiode auf Bedienungseinheit leuchtet ","Falsche Betriebsart, Störung der Elektronik <br>
Betriebsart ändern <br> RESET über Bedienungseinheit auslösen ",,,,,images/typen/bde_sta-15.svg,,,10563,,,
Record,STA-15,ohne,,Tür bewegt sich nicht und piepst: alle 10 Sek. 2mal,"Störung der Verriegelung <br>
Servicestelle kontaktieren ",,,,,images/typen/bde_sta-15.svg,,,10564,,,
Record,STA-15,ohne,,"Tür bewegt sich normal, piepst alle 5 Min. 3mal ","Störung des Akkus für Notbetrieb <br>
Servicestelle kontaktieren ",,,,,images/typen/bde_sta-15.svg,,,10565,,,
Record,STA-15,ohne,,Tür bewegt sich auch nach getätigtem RESET nicht,"Defekt am Antrieb <br>
Servicestelle kontaktieren, wenn möglich Netzzuführung unterbrechen ",,,,,images/typen/bde_sta-15.svg,,,10566,,,
Record,STA-16,"LED 5, 6",,AKI - Auslöseorgan innen länger als 60 sec aktiv,Service anrufen,Tür bleibt offen,,Status: 03,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10567,,,
Record,STA-16,LED 4,,Handbetrieb,Service anrufen,Warnung <br> Tür bleibt stehen,,Status: 04,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10568,,,
Record,STA-16,"LED 4, 6",,Auslöseorgan aussen länger als 60 sec aktiv,Service anrufen,Tür bleibt offen,,Status: 05,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10569,,,
Record,STA-16,"LED 4, 5",,Entriegelungsfehler,Von Hand entriegeln,Tür entriegelt nicht,,Status: 06,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10570,,,
Record,STA-16,"LED 4, 5, 6",,BDE elektronisch defekt,Service anrufen,Nur bei Redundant,,Status: 07,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10571,,,
Record,STA-16,"LED 3, 6",,Batteriesicherung geöffnet,Service anrufen,Batterie funktioniert nicht,,Status: 09,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10572,,,
Record,STA-16,"LED 3, 5",,"Evtl. Hindernis (Stein, Schmutz) zwischen den Türflügel ",Hindernis entfernen,Tür kann nicht verriegeln,,Status: 10,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10573,,,
Record,STA-16,"LED 3, 5, 6",,Differenz in AKI,Service anrufen,Nur bei Redundant,,Status: 11,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10574,,,
Record,STA-16,"LED 3, 4",,Batterie defekt,Service anrufen,Batterie funktioniert nicht,,Status: 12,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10575,,,
Record,STA-16,"LED 3, 4, 6",,Redundanztest,Service anrufen,Nur bei Redundant / Warnung <br>Tür öffnet selbstständig,,Status: 13,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10576,,,
Record,STA-16,"LED 3, 4, 5",,Verriegelung defekt,Service anrufen,Tür kann nicht verriegeln,,Status: 14,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10577,,,
Record,STA-16,"LED 3, 4, 5, 6",,Unterbruch NOT-AUF Signal am RED,NOT-AUF Taste lösen,Nur bei Redundant <br>Tür bleibt offen,,Status: 15,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10578,,,
Record,STA-16,"LED 2, 6",,Türöffnungszeit überschritten,Service anrufen,Nur bei Redundant,,Status: 17,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10579,,,
Record,STA-16,"LED 2, 5",,VAK-Kontakt zu im Automatikmode,Service anrufen,,,Status: 18,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10580,,,
Record,STA-16,"LED 2, 5, 6",,Differenz in Betriebsart,Service anrufen,Nur bei Redundant,,Status: 19,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10581,,,
Record,STA-16,"LED 2, 4",,Türflügel Fangfehler,Service anrufen,Nur bei Redundant,,Status: 20,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10582,,,
Record,STA-16,"LED 2, 4, 6",,Türoffenschalter öffnet nicht,Service anrufen,Nur bei Redundant,,Status: 21,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10583,,,
Record,STA-16,"LED 2, 4, 5",,Türoffenschalter schliesst nicht,Service anrufen,Nur bei Redundant,,Status: 22,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10584,,,
Record,STA-16,"LED 2, 4, 5, 6",,RED-Modul defekt,Service anrufen,Nur bei Redundant,,Status: 23,"<a href=""https://www.record.de/de/dokumente/DownloadDocument/13500/1 "" target=""_blank""style=""color: var(--fg);"">STA 16 Bedienungsanleitung</a> 
",images/typen/bde-e.png,,BDE + Reset:details/bde-e.html | Notöffnung:details/notauf_sta16.html,10585,,,
